,negative,positive,neutral
orc,1,0,0
orchard,0,0,1
orchestra,0,1,0
ordained,0,1,0
ordeal,1,0,0
order,0,0,1
orderly,0,1,0
ordinance,0,0,1
ordinary,0,0,1
ordination,0,1,0
ordnance,1,0,0
ore,0,0,1
oregano,0,0,1
organ,0,0,1
organic,0,1,0
organism,0,0,1
organist,0,0,1
organization,0,1,0
organize,0,1,0
organized,0,1,0
orgasm,0,1,0
orgies,0,0,1
orient,0,0,1
oriental,0,0,1
orientation,0,0,1
orifice,0,0,1
origin,0,0,1
originality,0,1,0
originate,0,0,1
origination,0,0,1
originator,0,0,1
ornament,0,0,1
ornamental,0,0,1
ornamentation,0,0,1
ornamented,0,1,0
ornate,0,1,0
orphan,1,0,0
orthodox,0,0,1
orthodoxy,0,0,1
orthogonal,0,0,1
oscillate,0,0,1
oscillating,0,0,1
oscillation,0,0,1
oscillatory,0,0,1
ostensible,0,0,1
ostensibly,1,0,0
ostrich,0,0,1
otto,0,0,1
ottoman,0,0,1
ounce,0,0,1
oust,1,0,0
outbreak,0,0,1
outburst,1,1,0
outcast,1,0,0
outcome,0,1,0
outcry,1,0,0
outdo,0,1,0
outdoor,0,0,1
outfit,0,0,1
outgrow,0,0,1
outgrowth,0,0,1
outhouse,1,0,0
outing,0,0,1
outlandish,1,0,0
outlast,0,0,1
outlaw,1,0,0
outlet,0,0,1
outline,0,0,1
outlines,0,0,1
outlook,0,0,1
outlying,0,0,1
outnumber,0,0,1
outpost,0,0,1
outpouring,0,0,1
output,0,0,1
outrage,1,0,0
outrageous,0,0,1
outright,0,0,1
outrun,0,0,1
outset,0,0,1
outsider,0,0,1
outskirts,0,0,1
outspoken,0,0,1
outstanding,1,1,0
outstretched,0,0,1
outward,0,1,0
outwards,0,0,1
outweigh,0,0,1
oval,0,0,1
ovary,0,0,1
ovate,0,0,1
ovation,1,0,0
oven,0,0,1
overalls,0,0,1
overbearing,1,0,0
overburden,1,0,0
overcast,1,0,0
overcharged,0,0,1
overcoat,0,0,1
overdo,1,0,0
overdose,1,0,0
overdue,1,0,0
overestimate,0,0,1
overestimated,1,0,0
overflow,1,0,0
overflowing,0,0,1
overgrown,1,0,0
overgrowth,0,0,1
overhanging,0,0,1
overhaul,0,0,1
overhead,0,0,1
overjoyed,0,1,0
overlaid,0,0,1
overlap,0,0,1
overlay,0,0,1
overload,1,0,0
overlying,0,0,1
overpaid,1,0,0
overpass,0,0,1
overpower,1,0,0
overpowering,1,0,0
overpriced,1,0,0
override,0,0,1
overrule,0,0,1
overseer,0,0,1
overshadow,0,0,1
oversight,1,0,0
overstate,0,0,1
overstock,0,0,1
overt,0,0,1
overtake,0,0,1
overtaken,0,0,1
overthrow,1,0,0
overture,0,0,1
overturn,1,0,0
overwhelm,1,0,0
overwhelmed,1,0,0
overwhelming,0,1,0
overzealous,0,0,1
owe,0,0,1
owing,1,0,0
owner,0,0,1
ownership,0,1,0
ox,0,0,1
oxidation,1,0,0
oxygen,0,0,1
oxymoron,0,0,1
oyster,0,0,1
pace,0,0,1
pacific,0,1,0
pacify,0,0,1
pack,0,0,1
package,0,0,1
packer,0,0,1
packet,0,0,1
pact,0,0,1
pad,0,1,0
padding,0,1,0
paddle,0,1,0
paddock,0,0,1
paddy,0,0,1
padlock,0,0,1
padre,0,0,1
pagan,0,0,1
paganism,0,0,1
page,0,0,1
pageant,0,0,1
pagination,0,0,1
pagoda,0,0,1
pail,0,0,1
pain,1,0,0
pained,1,0,0
painful,1,0,0
painfully,1,0,0
painless,0,0,1
pains,1,0,0
painstaking,0,0,1
paint,0,0,1
painted,0,0,1
painter,0,0,1
painting,0,0,1
pair,0,0,1
pajamas,0,0,1
pal,0,0,1
palace,0,0,1
palatable,0,1,0
palate,0,0,1
paleontology,0,0,1
palette,0,0,1
pall,0,0,1
palladium,0,0,1
pallet,0,0,1
palliative,0,1,0
palm,0,0,1
palmer,0,0,1
palpable,0,0,1
palsy,1,0,0
paltry,0,0,1
pamper,0,0,1
pamphlet,0,0,1
pan,0,0,1
panacea,0,1,0
panache,0,1,0
pancake,0,0,1
pandemic,1,0,0
panel,0,0,1
pang,1,0,0
panic,1,0,0
panier,0,1,0
panorama,0,0,1
panoramic,0,0,1
pant,0,0,1
pantheon,0,0,1
panther,0,0,1
panties,0,0,1
pantomime,0,0,1
pantry,0,0,1
pants,0,0,1
pap,0,0,1
papacy,0,0,1
papal,0,0,1
paper,0,0,1
paprika,0,1,0
papyrus,0,0,1
par,0,0,1
parable,0,0,1
parabola,0,0,1
parabolic,0,0,1
parachute,0,0,1
parade,1,1,0
paradigm,0,0,1
paradox,0,0,1
paradoxical,0,0,1
paraffin,0,0,1
paragon,0,1,0
paragraph,0,0,1
parallax,0,0,1
parallel,0,0,1
parallelism,0,0,1
paralysis,1,0,0
paralyzed,1,0,0
paramount,0,1,0
paranoia,1,0,0
parapet,0,0,1
paraphernalia,0,0,1
paraphrase,1,1,0
parasite,1,0,0
parasol,0,0,1
parcel,0,0,1
parcels,0,0,1
parchment,0,0,1
pardon,0,1,0
pare,1,0,0
parenchyma,0,0,1
parent,0,0,1
parentage,0,1,0
parental,0,0,1
parenthesis,0,0,1
parenthetical,0,0,1
parietal,0,1,0
paring,0,0,1
parish,0,0,1
parity,0,0,1
park,0,0,1
parlance,0,0,1
parliament,0,0,1
parliamentary,0,0,1
parlor,0,0,1
parole,0,0,1
parquet,0,0,1
parrot,1,0,0
parry,0,0,1
parse,0,0,1
parsimonious,1,0,0
parsimony,0,0,1
parsley,0,0,1
parson,0,0,1
part,0,0,1
partake,0,1,0
partiality,0,0,1
partially,0,0,1
participate,0,0,1
participation,0,1,0
particle,0,0,1
particularity,0,0,1
particulars,0,0,1
parting,0,0,1
partisan,1,0,0
partisanship,0,0,1
partition,0,0,1
partly,0,0,1
partner,0,1,0
partnership,0,1,0
parts,0,0,1
party,0,0,1
pas,0,0,1
pass,0,0,1
passable,0,0,1
passage,0,0,1
passageway,0,0,1
passe,1,0,0
passenger,0,0,1
passim,0,0,1
passing,0,0,1
passion,0,1,0
passionate,0,1,0
passive,1,0,0
passivity,1,0,0
passport,0,0,1
past,0,0,1
paste,0,0,1
pastel,0,0,1
pastime,0,1,0
pastor,0,1,0
pastry,0,1,0
pasture,0,1,0
pasty,0,0,1
pat,0,0,1
patch,1,0,0
patchwork,0,0,1
pate,0,0,1
patella,0,0,1
patent,0,1,0
paternal,0,0,1
paternity,0,0,1
path,0,0,1
pathetic,1,0,0
pathology,0,0,1
pathos,0,0,1
pathway,0,0,1
patience,0,1,0
patient,0,1,0
patio,0,0,1
patriarch,0,0,1
patriarchal,0,1,0
patrimony,0,0,1
patriot,0,0,1
patriotic,0,0,1
patriotism,0,0,1
patrol,0,0,1
patron,0,1,0
patronage,0,1,0
patronize,0,0,1
patronizing,1,0,0
patter,1,0,0
pattern,0,0,1
paucity,1,0,0
pauper,1,0,0
pause,0,0,1
pave,0,0,1
pavement,0,0,1
pavilion,0,0,1
paving,0,0,1
paw,0,0,1
pawn,1,0,0
pax,0,0,1
pay,0,1,0
payback,1,0,0
payer,0,0,1
payment,1,0,0
pea,0,0,1
peace,0,1,0
peaceable,0,1,0
peaceful,0,1,0
peacock,0,1,0
peak,0,0,1
peaked,0,0,1
pearl,0,0,1
peasant,0,0,1
peat,0,0,1
pebble,0,0,1
peck,0,1,0
peculiar,0,0,1
peculiarities,1,0,0
peculiarity,0,1,0
peculiarly,0,0,1
pecuniary,0,0,1
pedal,0,0,1
pedantic,0,0,1
peddle,0,0,1
pedestal,0,0,1
pedestrian,1,0,0
pediatrics,0,0,1
pedigree,0,1,0
pedometer,0,0,1
peel,0,0,1
peep,0,0,1
peer,0,0,1
peering,0,0,1
peerless,0,1,0
peg,0,0,1
pegs,0,0,1
pelagic,0,0,1
pellet,0,0,1
pen,0,0,1
penal,1,0,0
penalty,1,0,0
penance,0,0,1
penchant,0,1,0
pencil,0,0,1
pendant,0,0,1
pendency,0,0,1
pendent,0,0,1
pending,0,0,1
pendulum,0,0,1
penetrate,0,0,1
penetrating,0,0,1
penetration,1,0,0
peninsula,0,0,1
penitentiary,1,0,0
pennant,0,0,1
penniless,0,0,1
penny,0,0,1
pension,0,0,1
pensioner,0,0,1
pensive,0,0,1
pentagon,0,0,1
penthouse,0,0,1
penultimate,0,0,1
people,0,0,1
peopled,0,0,1
pepper,0,0,1
peptic,0,0,1
perceive,0,1,0
percentage,0,0,1
perceptible,0,1,0
perception,0,0,1
perceptive,0,0,1
perch,0,0,1
perchance,0,0,1
percolation,0,0,1
percussion,0,0,1
perdition,1,0,0
peremptory,0,0,1
perennial,0,1,0
perfect,0,1,0
perfection,0,1,0
perforated,0,0,1
perforation,0,0,1
perforce,0,0,1
perform,0,0,1
performance,0,0,1
performer,0,1,0
perfume,0,0,1
perfumed,0,0,1
peri,0,0,1
peridot,0,0,1
peril,1,0,0
perilous,1,0,0
perimeter,0,0,1
period,0,0,1
periodic,0,0,1
periodical,0,0,1
periodically,0,0,1
periodicity,0,0,1
periphery,0,0,1
perish,1,0,0
perishable,1,0,0
perished,1,0,0
perishing,1,0,0
perjury,1,0,0
perk,0,1,0
permanence,0,0,1
permeable,0,0,1
permeate,0,0,1
permeation,0,0,1
permissible,0,0,1
permission,0,1,0
permissive,0,0,1
permit,0,0,1
permitted,0,0,1
permitting,0,0,1
permutation,0,0,1
pernicious,1,0,0
perpendicular,0,0,1
perpetrate,0,0,1
perpetrator,1,0,0
perpetual,0,0,1
perpetually,0,0,1
perpetuate,0,0,1
perpetuation,1,0,0
perpetuity,0,1,0
perplexed,1,0,0
perplexing,0,0,1
perplexity,1,0,0
persecute,1,0,0
persecution,1,0,0
perseverance,0,0,1
persevere,0,0,1
persist,0,0,1
persistence,0,1,0
persistent,0,1,0
persisting,0,0,1
person,0,0,1
personable,0,1,0
personage,0,0,1
personal,0,0,1
personification,0,0,1
personnel,0,0,1
persons,0,0,1
perspective,0,0,1
perspiration,0,0,1
persuade,0,0,1
persuasion,0,0,1
persuasive,0,0,1
pert,0,0,1
pertinent,0,1,0
perturbation,1,0,0
pertussis,1,0,0
perusal,0,0,1
peruse,0,0,1
pervading,0,0,1
perverse,1,0,0
perversion,1,0,0
pervert,1,0,0
perverted,1,0,0
pessimism,1,0,0
pessimist,1,0,0
pest,1,0,0
pestilence,1,0,0
pet,1,0,0
petition,0,0,1
petitioner,0,0,1
petrol,0,0,1
petroleum,1,1,0
petting,0,0,1
petty,1,0,0
pew,0,0,1
pewter,0,0,1
phalanx,0,0,1
phantom,1,0,0
pharmaceutical,0,1,0
pharmacist,0,0,1
pharmacology,0,0,1
pharmacy,0,0,1
phase,0,0,1
phenomenon,0,0,1
philanthropic,0,0,1
philanthropist,0,1,0
philanthropy,0,1,0
philosopher,0,1,0
philosophic,0,0,1
philosophical,0,0,1
philosophy,0,0,1
phlegm,1,0,0
phoenix,0,1,0
phone,0,0,1
phonetic,0,1,0
phonetics,0,0,1
phonics,0,0,1
phonograph,0,0,1
phonology,0,0,1
phony,1,0,0
phosphor,0,0,1
phosphorus,0,0,1
photo,0,0,1
photogenic,0,0,1
photograph,0,0,1
photographer,0,0,1
photography,0,0,1
photometry,0,0,1
phrase,0,0,1
phraseology,0,0,1
phylogeny,0,0,1
physical,0,0,1
physician,0,1,0
physicist,0,0,1
physics,0,1,0
physiology,0,1,0
physique,0,1,0
pianist,0,0,1
piano,0,0,1
piazza,0,0,1
piccolo,0,0,1
pick,0,1,0
picked,0,0,1
picket,1,0,0
picketing,1,0,0
pickle,1,0,0
pickup,0,0,1
picnic,0,1,0
pictorial,0,0,1
picture,0,0,1
picturesque,0,1,0
pie,0,0,1
piecemeal,0,0,1
pied,0,0,1
pier,0,0,1
pierce,0,0,1
piety,0,1,0
pig,1,0,0
pigeon,1,0,0
pigment,0,0,1
pike,0,0,1
pile,0,0,1
piles,1,0,0
pilgrim,0,0,1
pilgrimage,0,0,1
pill,0,1,0
pillage,1,0,0
pillar,0,0,1
pillow,0,1,0
pillowcase,0,0,1
pilot,0,1,0
pimp,1,0,0
pimple,1,0,0
pin,0,0,1
pinch,0,0,1
pinching,0,0,1
pine,1,0,0
pineapple,0,0,1
ping,0,0,1
pinhole,0,0,1
pinion,1,0,0
pink,0,0,1
pinnacle,0,1,0
pioneer,0,1,0
pious,0,1,0
pip,0,0,1
pipe,0,0,1
piped,0,0,1
pipeline,0,0,1
piper,0,0,1
pipette,0,0,1
pique,1,0,0
piracy,1,0,0
pirate,1,0,0
piscina,0,0,1
pistol,1,0,0
piston,0,0,1
pit,0,0,1
pitch,0,0,1
pitcher,0,0,1
pitfall,1,0,0
pith,0,1,0
pithy,0,0,1
pitted,0,0,1
pity,0,0,1
pivot,0,1,0
pix,0,0,1
placard,0,0,1
place,0,0,1
placebo,0,0,1
placid,0,1,0
placket,0,0,1
plagiarism,1,0,0
plague,1,0,0
plaid,0,0,1
plain,0,0,1
plaintiff,1,0,0
plaintive,0,0,1
plan,0,0,1
plane,0,0,1
planet,0,0,1
planetarium,0,0,1
planets,0,0,1
plank,0,0,1
planned,0,0,1
planning,0,1,0
plant,0,0,1
plantation,0,0,1
planter,0,0,1
planting,0,0,1
plasma,0,0,1
plaster,0,0,1
plastic,0,0,1
plasticity,0,0,1
plat,0,0,1
plate,0,0,1
plateau,0,0,1
plated,1,0,0
platform,0,0,1
plating,0,0,1
platoon,0,0,1
platter,0,0,1
plausibility,0,0,1
play,0,0,1
playa,0,0,1
player,1,0,0
playful,0,1,0
playground,0,1,0
playhouse,0,1,0
playmate,0,0,1
playwright,0,0,1
plaza,0,0,1
plea,1,0,0
pleasant,0,1,0
pleased,0,1,0
pleasurable,0,1,0
pleat,0,0,1
pleated,0,0,1
pledge,0,1,0
pledged,0,0,1
plenary,0,1,0
plentiful,0,1,0
plenty,0,0,1
plenum,0,0,1
plethora,0,0,1
plexus,0,1,0
pliable,0,0,1
plication,0,0,1
pliers,0,0,1
plight,1,0,0
plinth,0,0,1
plodding,1,0,0
plot,0,0,1
plough,0,0,1
ploughed,0,0,1
plover,0,0,1
plow,0,0,1
plowed,0,0,1
plowing,0,0,1
pluck,0,0,1
plug,0,0,1
plum,0,1,0
plumage,0,0,1
plumb,0,1,0
plume,0,0,1
plummet,1,0,0
plump,0,0,1
plumper,0,0,1
plunder,1,0,0
plunge,1,0,0
plural,0,0,1
plurality,0,0,1
plush,0,1,0
plutonium,0,0,1
ply,0,1,0
pneumonia,1,0,0
poaching,1,0,0
pocket,0,0,1
pocketbook,0,0,1
pod,0,0,1
poem,0,0,1
poet,0,0,1
poetic,0,0,1
poetical,0,0,1
poetics,0,0,1
poetry,0,0,1
poignant,0,0,1
point,0,0,1
pointedly,0,1,0
pointer,0,0,1
pointless,1,0,0
poise,0,0,1
poison,1,0,0
poisoned,1,0,0
poisoning,1,0,0
poisonous,1,0,0
poke,1,0,0
poker,0,0,1
polar,0,0,1
polarity,0,0,1
pole,0,0,1
polemic,1,0,0
police,0,1,0
policeman,0,1,0
policy,0,0,1
polio,1,0,0
polish,0,1,0
polished,0,1,0
polite,0,1,0
politeness,0,1,0
politic,0,1,0
politician,0,0,1
politics,0,0,1
polity,0,0,1
poll,0,0,1
pollute,1,0,0
pollution,1,0,0
polo,0,0,1
polygamy,1,0,0
polygon,0,0,1
polygonal,0,0,1
polymer,0,0,1
polymorphism,0,0,1
pomp,1,0,0
pompous,1,0,0
poncho,0,0,1
pond,0,0,1
ponder,0,0,1
ponderous,1,0,0
pontiff,0,0,1
pontificate,0,0,1
pontoon,0,0,1
pony,0,0,1
poodle,0,0,1
pool,0,1,0
poop,0,0,1
poorly,1,0,0
pop,1,0,0
pope,0,1,0
poppy,0,0,1
popular,0,0,1
popularity,0,1,0
popularized,0,1,0
population,0,1,0
populous,0,0,1
porcelain,0,0,1
porch,0,0,1
porcupine,1,0,0
pore,0,0,1
pork,0,0,1
porn,1,0,0
porno,1,0,0
pornographic,1,0,0
pornography,1,0,0
porosity,0,0,1
porous,0,0,1
porridge,0,0,1
port,0,0,1
portable,0,1,0
portage,0,0,1
portal,0,0,1
porter,0,0,1
portfolio,0,0,1
portico,0,0,1
portion,0,0,1
portrait,0,0,1
portraiture,0,0,1
portray,0,0,1
pose,1,0,0
poser,0,0,1
posited,0,0,1
position,0,0,1
posse,0,0,1
possess,0,1,0
possessed,1,0,0
possessing,0,0,1
possession,1,0,0
possessor,0,0,1
possibility,0,0,1
possibly,0,0,1
post,0,0,1
postal,0,0,1
poster,0,0,1
posterior,0,0,1
posterity,0,0,1
posthumous,1,0,0
postpone,0,0,1
postponed,0,0,1
postponement,1,0,0
postscript,0,0,1
postulate,0,0,1
posture,0,0,1
pot,0,0,1
potable,0,1,0
potency,0,1,0
potent,0,0,1
potential,0,0,1
potion,0,0,1
potluck,0,0,1
potpourri,0,0,1
potter,0,0,1
pottery,0,0,1
pouch,0,0,1
poultry,0,0,1
pound,1,0,0
pour,0,0,1
poverty,1,0,0
pow,0,0,1
powder,0,0,1
powdered,0,0,1
powdery,0,0,1
powerful,0,1,0
powerfully,0,1,0
powerless,1,0,0
pox,0,0,1
practicable,0,0,1
practical,0,0,1
practically,0,0,1
practice,0,1,0
practiced,0,1,0
practise,0,1,0
practitioner,0,0,1
prairie,0,0,1
praise,0,1,0
praised,0,1,0
praiseworthy,0,1,0
prank,1,0,0
praxis,0,0,1
pray,0,1,0
prayer,0,0,1
preach,0,0,1
preacher,0,0,1
preaching,0,0,1
preamble,0,0,1
precarious,1,0,0
precaution,0,1,0
precautionary,0,0,1
precede,0,1,0
precedence,0,1,0
precedent,0,0,1
preceding,0,0,1
precept,0,0,1
preceptor,0,0,1
precession,0,0,1
precinct,1,0,0
precincts,0,0,1
precious,0,1,0
precipice,0,0,1
precipitate,0,0,1
precipitation,0,0,1
precipitous,0,0,1
precise,0,1,0
precisely,0,0,1
precision,0,1,0
preclude,0,0,1
precocious,0,0,1
precursor,0,0,1
predatory,1,0,0
predecessor,0,0,1
predicament,1,0,0
predicate,0,0,1
predict,0,0,1
predicting,0,0,1
prediction,0,0,1
predictive,0,0,1
predictor,0,0,1
predilection,0,1,0
predispose,0,0,1
predisposed,0,0,1
predisposition,0,0,1
predominance,0,0,1
predominant,0,1,0
predominate,0,0,1
preeminent,0,1,0
preemption,0,0,1
preface,0,0,1
prefect,0,0,1
prefer,0,1,0
preference,0,0,1
preferential,0,0,1
prefix,0,0,1
pregnancy,1,0,0
prehistoric,0,0,1
prejudice,1,0,0
prejudiced,1,0,0
prejudicial,1,0,0
preliminary,0,0,1
prelude,0,0,1
premature,0,0,1
prematurely,0,0,1
premeditated,1,0,0
premier,0,1,0
premise,0,0,1
premises,0,1,0
premium,0,0,1
preoccupation,0,0,1
preoccupied,0,0,1
preparation,0,0,1
preparatory,0,0,1
prepare,0,1,0
prepared,0,1,0
preparedness,0,0,1
preparer,0,0,1
preparing,0,0,1
preponderance,0,0,1
prerequisite,0,0,1
prerogative,0,0,1
prescient,0,1,0
prescribed,0,0,1
prescription,0,0,1
prescriptive,0,0,1
presence,0,1,0
present,0,1,0
presentable,0,1,0
presentation,0,0,1
presentment,1,1,0
preservation,0,0,1
preservative,0,1,0
preserve,0,1,0
preserved,0,0,1
preserving,0,0,1
preside,0,0,1
presidency,0,0,1
president,0,1,0
press,0,0,1
pressing,0,0,1
pressure,1,0,0
prestige,0,1,0
presto,0,1,0
presumption,0,0,1
presumptive,0,0,1
presumptuous,1,0,0
presuppose,0,0,1
pretend,1,0,0
pretended,1,0,0
pretending,1,0,0
pretense,1,0,0
pretensions,1,0,0
pretext,0,0,1
pretty,0,1,0
prevail,0,1,0
prevailing,0,0,1
prevalence,0,0,1
prevalent,0,0,1
prevent,0,0,1
preventative,0,0,1
prevention,0,1,0
preventive,1,0,0
previous,0,0,1
previously,0,0,1
prey,1,0,0
price,0,0,1
priceless,0,1,0
prick,1,0,0
prickly,1,0,0
pride,0,1,0
priest,0,1,0
priesthood,0,1,0
priestly,0,1,0
prim,0,0,1
primacy,0,1,0
primary,0,1,0
primate,0,0,1
primates,0,0,1
prime,0,1,0
primed,0,0,1
primer,0,1,0
primeval,0,0,1
priming,0,0,1
primitive,0,0,1
primordial,0,0,1
prince,0,1,0
princely,0,1,0
princess,0,1,0
principal,0,1,0
principally,0,0,1
principle,0,0,1
print,0,0,1
printer,0,0,1
printing,0,0,1
prior,0,0,1
priority,0,0,1
priory,0,0,1
prism,0,0,1
prismatic,0,0,1
prison,1,0,0
prisoner,1,0,0
pristine,0,1,0
privacy,0,0,1
private,0,0,1
privately,0,0,1
privilege,0,0,1
privileged,0,1,0
privy,1,0,0
probability,0,0,1
probable,0,0,1
probation,0,0,1
probationary,0,0,1
probative,0,0,1
probe,0,0,1
probity,0,1,0
problem,1,0,0
procedure,0,1,0
proceed,0,0,1
proceeding,0,0,1
proceeds,0,0,1
process,0,0,1
procession,0,1,0
proclaim,0,0,1
proclamation,0,0,1
procrastinate,1,0,0
procrastination,1,0,0
procreation,0,0,1
proctor,0,1,0
procure,0,1,0
procurement,0,0,1
prod,0,0,1
prodigal,1,1,0
prodigious,0,1,0
prodigy,0,1,0
produce,0,0,1
produced,0,0,1
producer,0,1,0
producing,0,1,0
product,0,0,1
production,0,1,0
productive,0,1,0
productivity,0,1,0
profane,1,0,0
profanity,1,0,0
profess,0,0,1
profession,0,1,0
professional,0,1,0
professor,0,1,0
professorship,0,0,1
proficiency,0,1,0
proficient,0,1,0
profile,0,0,1
profit,0,0,1
profuse,0,1,0
profusion,1,0,0
prog,0,0,1
progenitor,0,0,1
progeny,0,0,1
prognosis,0,0,1
prognostic,0,0,1
program,0,0,1
programme,0,0,1
programmer,0,0,1
progress,0,1,0
progression,0,1,0
progressive,0,1,0
prohibit,0,0,1
prohibited,1,0,0
prohibition,1,0,0
prohibitive,0,0,1
project,0,0,1
projectile,0,0,1
projectiles,0,0,1
projecting,0,0,1
projection,0,0,1
projector,0,0,1
proletarian,0,0,1
proletariat,0,0,1
prolific,0,1,0
prologue,0,0,1
prolong,1,0,0
prolongation,0,0,1
prolonged,0,0,1
promenade,0,0,1
prominence,0,1,0
prominently,0,1,0
promiscuous,1,0,0
promise,0,1,0
promising,0,1,0
promissory,0,0,1
promontory,0,0,1
promote,0,0,1
promoter,0,0,1
promotion,0,1,0
prompt,0,0,1
prompting,0,0,1
promulgate,0,0,1
promulgation,0,0,1
prone,0,0,1
prong,0,0,1
pronounce,0,0,1
pronounced,0,0,1
pronouncement,0,0,1
pronunciation,0,0,1
proof,0,0,1
prop,0,1,0
propaganda,1,0,0
propagate,0,0,1
propagation,0,0,1
propane,0,0,1
propel,0,0,1
propelled,0,0,1
propeller,0,0,1
propelling,0,0,1
propensity,0,0,1
proper,0,1,0
property,0,0,1
prophecy,0,0,1
prophesy,0,0,1
prophet,0,1,0
prophetic,0,0,1
prophylactic,0,1,0
prophylaxis,0,0,1
proportion,0,0,1
proportional,0,0,1
proportionate,0,0,1
proportions,0,0,1
proposal,0,0,1
proposition,0,1,0
proprietary,0,0,1
proprietor,0,0,1
proprietorship,0,0,1
propriety,0,0,1
propulsion,0,0,1
prose,0,0,1
prosecute,1,0,0
prosecution,1,0,0
prosecutor,0,0,1
prospect,0,1,0
prospective,0,0,1
prospectively,0,0,1
prospectus,0,0,1
prosper,0,1,0
prosperity,0,1,0
prosperous,0,1,0
prostitute,1,0,0
prostitution,1,0,0
prostrate,0,0,1
protagonist,0,0,1
protect,0,1,0
protected,0,0,1
protecting,0,1,0
protection,0,0,1
protective,0,1,0
protector,0,1,0
protein,0,0,1
protest,0,0,1
protestant,0,0,1
protocol,0,0,1
prototype,0,0,1
protozoa,0,0,1
protracted,0,0,1
protrude,0,0,1
protrusion,0,0,1
proud,0,1,0
prove,0,1,0
proven,0,0,1
proverb,0,0,1
proverbial,0,1,0
provide,0,1,0
provided,0,0,1
providence,0,0,1
providing,0,1,0
province,0,0,1
provincial,0,0,1
provision,0,0,1
provisionally,0,0,1
provisions,0,0,1
proviso,0,0,1
provocation,1,0,0
provocative,0,0,1
provoking,1,0,0
provost,0,0,1
prowess,0,0,1
prowl,0,0,1
proximal,0,0,1
proximate,0,0,1
proximity,0,0,1
proxy,0,0,1
prudence,0,1,0
prudent,0,1,0
prune,0,0,1
pry,1,0,0
prying,1,0,0
psalm,0,1,0
pseudo,0,0,1
pseudonym,0,0,1
psyche,0,0,1
psychical,0,0,1
psychics,0,0,1
psychological,0,0,1
psychologist,0,0,1
psychology,0,0,1
psychosis,1,0,0
pub,0,0,1
puberty,0,0,1
pubescent,0,0,1
public,0,1,0
publication,0,0,1
publicist,1,0,0
publicity,0,0,1
publicly,0,0,1
publish,0,0,1
published,0,0,1
publisher,0,0,1
pudding,0,0,1
puddle,0,0,1
puff,0,0,1
puffy,1,0,0
pug,0,0,1
puke,0,0,1
pull,0,1,0
pulley,0,0,1
pullover,0,0,1
pulmonary,0,0,1
pulp,0,0,1
pulpit,0,1,0
pulsation,0,0,1
pulse,0,0,1
puma,0,0,1
pump,0,0,1
pun,0,0,1
punch,1,0,0
punctual,0,1,0
punctuality,0,1,0
punctually,0,0,1
punctuation,0,0,1
puncture,0,0,1
pundit,0,0,1
pungent,1,0,0
punish,1,0,0
punished,1,0,0
punishing,1,0,0
punishment,1,0,0
punitive,1,0,0
punk,0,0,1
punt,0,0,1
puny,0,0,1
pup,0,0,1
pupil,0,0,1
puppet,0,0,1
puppy,0,1,0
purchase,0,0,1
purchaser,0,0,1
purchasing,0,0,1
puree,0,0,1
purely,0,1,0
purgatory,1,0,0
purge,1,0,0
purification,0,1,0
purify,0,1,0
purist,0,1,0
purity,0,1,0
purple,0,0,1
purport,0,0,1
purpose,0,0,1
purposely,0,0,1
purr,0,1,0
purse,0,0,1
pursuance,0,0,1
pursuing,0,0,1
pursuit,0,0,1
purveyor,0,0,1
purview,0,0,1
pus,1,0,0
push,0,0,1
pushing,0,0,1
puss,0,0,1
pussy,0,0,1
pussycat,0,0,1
put,0,0,1
putative,0,0,1
puts,0,0,1
putty,0,0,1
puzzled,0,0,1
puzzling,0,0,1
pygmy,0,0,1
pyramid,0,0,1
pyramidal,0,0,1
pyrotechnics,0,0,1
quack,1,0,0
quad,0,0,1
quadrangle,0,0,1
quadrant,0,0,1
quadratic,0,0,1
quadrature,0,0,1
quadruple,0,0,1
quadrupole,0,0,1
quagmire,1,0,0
quail,1,0,0
quaint,0,1,0
quake,0,0,1
qualified,0,1,0
qualify,0,0,1
qualifying,0,1,0
qualities,0,0,1
quality,0,0,1
quandary,1,0,0
quantify,0,0,1
quantitative,0,0,1
quantitatively,0,0,1
quantity,0,0,1
quantum,0,0,1
quarantine,0,0,1
quarrel,1,0,0
quarry,0,0,1
quart,0,0,1
quarter,0,0,1
quartered,0,0,1
quarters,0,0,1
quartet,0,0,1
quartile,0,0,1
quarto,0,0,1
quartz,0,0,1
quash,1,0,0
quasi,0,0,1
quaternary,0,0,1
quay,0,0,1
queen,0,0,1
queer,0,0,1
quell,1,0,0
quench,0,0,1
query,0,0,1
quest,0,1,0
question,0,1,0
questionable,1,0,0
questioning,0,0,1
queue,0,0,1
quicken,0,0,1
quickly,0,0,1
quickness,0,1,0
quicksilver,1,0,0
quid,0,0,1
quiescent,0,1,0
quiet,0,1,0
quietly,0,0,1
quill,0,0,1
quilt,0,0,1
quinine,0,1,0
quit,1,0,0
quits,0,0,1
quiver,1,0,0
quivering,1,0,0
quiz,1,0,0
quorum,0,0,1
quota,0,0,1
quotation,0,0,1
quote,1,1,0
quotient,0,0,1
rabbit,0,0,1
rabble,1,0,0
rabid,1,0,0
rabies,1,0,0
race,0,0,1
racehorse,0,0,1
racer,0,0,1
rack,1,0,0
racket,1,0,0
racking,0,0,1
racy,0,0,1
